"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Rhode Island","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","66","6,396","1,038","85"
"Rhode Island","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","9","4,035","940","50"
"Rhode Island","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","8","8,918","1,913","94"
"Rhode Island","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","4","9,097","2,114","110"
"Rhode Island","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","5","956","214","16"
"Rhode Island","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","4","259","62","8"
"Rhode Island","541511","Custom computer programming services","Partnerships","All establishments","2020","9","1,478","364","22"
"Rhode Island","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","8","806","188","17"
"South Carolina","541511","Custom computer programming services","All establishments","All establishments","2020","505","415,573","99,560","4,588"
"South Carolina","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","377","35,439","7,448","562"
"South Carolina","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","49","25,993","6,573","332"
"South Carolina","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","43","51,529","11,864","589"
"South Carolina","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","20","68,298","15,040","685"
"South Carolina","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","9","73,847","16,012","612"
"South Carolina","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","5","76,641","18,157","916"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","112","201,026","52,127","2,039"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","65","8,316","2,053","108"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","19","11,005","2,717","130"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","13","21,461","4,875","183"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","5","15,139","4,202","148"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","6","51,745","11,484","403"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","3","36,103","10,080","532"
"South Carolina","541511","Custom computer programming services","S-corporations","All establishments","2020","329","155,319","35,249","1,829"
"South Carolina","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","268","22,153","4,469","393"
"South Carolina","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","23","12,316","3,175","154"
"South Carolina","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","26","25,649","6,033","359"
"South Carolina","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","8","30,385","5,401","283"
"South Carolina","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","16","1,445","278","28"
"South Carolina","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","15","1,188","226","22"
"South Carolina","541511","Custom computer programming services","Partnerships","All establishments","2020","48","57,783","11,906","692"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","29","3,782","700","39"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","6","2,415","629","42"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","4","4,419","956","47"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","7","22,774","5,437","254"
"South Dakota","541511","Custom computer programming services","All establishments","All establishments","2020","106","76,094","16,545","1,786"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","81","7,092","1,544","106"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","9","3,548","891","58"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","5","5,122","1,201","65"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","9","27,943","6,231","325"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","28","31,224","7,998","372"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","17","2,817","522","24"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","5","2,395","628","33"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","3","10,508","2,297","113"
"South Dakota","541511","Custom computer programming services","S-corporations","All establishments","2020","65","43,864","8,299","1,394"
"South Dakota","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","52","3,704","864","67"
"South Dakota","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","3","718","173","20"
"South Dakota","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","3","2,550","575","38"
"South Dakota","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","6","17,435","3,934","212"
"South Dakota","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","7","228","66","7"
"South Dakota","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","7","228","66","7"
"South Dakota","541511","Custom computer programming services","Partnerships","All establishments","2020","6","778","182","13"
"South Dakota","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","5","343","92","8"
"Tennessee","541511","Custom computer programming services","All establishments","All establishments","2020","595","593,488","153,559","6,841"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","397","65,905","13,170","592"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","72","39,575","9,720","476"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","58","58,873","15,094","799"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","38","99,771","26,473","1,080"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","20","127,437","31,649","1,423"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","7","74,651","21,406","910"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","205","381,239","101,013","4,176"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","118","21,006","4,365","185"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","28","18,459","4,532","171"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","20","24,681","6,110","291"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","20","59,684","14,935","573"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","12","84,216","20,630","814"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","4","45,917","14,394","581"
"Tennessee","541511","Custom computer programming services","S-corporations","All establishments","2020","207","104,482","24,601","1,153"
"Tennessee","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","166","28,931","6,041","217"
"Tennessee","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","18","9,346","2,140","120"
"Tennessee","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","12","13,076","3,330","166"
"Tennessee","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","6","15,187","3,715","173"
"Tennessee","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","3","15,289","3,740","262"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","56","23,534","5,750","282"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","46","4,052","794","71"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2020","3","1,809","431","20"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2020","4","2,169","761","45"
"Tennessee","541511","Custom computer programming services","Partnerships","All establishments","2020","126","84,188","22,191","1,228"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","66","11,871","1,966","117"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","23","9,961","2,617","165"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","22","18,947","4,893","297"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","11","23,087","7,417","313"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2020","3","14,241","3,921","222"
"Texas","541511","Custom computer programming services","All establishments","All establishments","2020","5,551","8,921,067","2,373,538","79,613"
"Texas","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","4,020","486,772","91,082","5,316"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","536","305,977","73,499","3,577"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","400","517,128","124,942","5,354"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","308","978,557","243,258","9,812"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","150","1,192,346","296,971","10,645"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","89","1,513,414","418,679","12,955"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2020","26","998,752","293,979","8,415"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2020","14","1,344,289","398,420","9,714"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2020","8","1,583,832","432,708","13,825"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","1,610","6,158,226","1,677,085","51,185"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","929","149,671","28,460","1,372"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","197","123,519","30,900","1,323"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","175","263,752","65,789","2,387"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","131","445,440","116,116","4,087"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","82","717,109","188,824","5,889"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","55","1,012,295","284,975","7,832"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","21","857,571","253,335","6,851"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2020","13","1,200,139","345,769","8,824"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2020","7","1,388,730","362,917","12,620"
"Texas","541511","Custom computer programming services","S-corporations","All establishments","2020","3,030","1,527,509","345,169","17,861"
"Texas","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","2,455","257,496","48,984","3,119"
"Texas","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","232","127,990","29,736","1,544"
"Texas","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","157","175,407","40,231","2,064"
"Texas","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","120","352,512","84,582","3,949"
"Texas","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","42","281,647","62,248","3,044"
"Texas","541511","Custom computer programming services","S-corporations","Establishments with 100 to 249 employees","2020","22","272,394","65,665","3,446"
"Texas","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","259","119,741","27,959","1,177"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","211","19,409","2,918","215"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2020","23","6,996","1,526","141"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2020","13","14,972","3,585","185"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2020","6","31,216","9,533","200"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 50 to 99 employees","2020","5","34,586","7,386","325"
"Texas","541511","Custom computer programming services","Partnerships","All establishments","2020","643","1,090,525","316,715","9,113"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","421","59,781","10,622","603"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","81","46,160","11,005","546"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","55","62,997","15,337","718"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","50","146,029","32,227","1,543"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2020","21","159,004","38,513","1,387"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2020","10","196,184","59,648","1,352"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 250 to 499 employees","2020","3","81,118","26,921","869"
"Texas","541511","Custom computer programming services","Non-profit","All establishments","2020","9","25,066","6,610","277"
"Texas","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2020","4","415","98","7"
"Texas","541511","Custom computer programming services","Non-profit","Establishments with 5 to 9 employees","2020","3","1,312","332","23"
"Utah","541511","Custom computer programming services","All establishments","All establishments","2020","908","1,120,956","278,223","12,169"
"Utah","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","625","56,868","10,286","761"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","99","45,726","10,789","671"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","75","79,791","19,113","1,076"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","58","149,628","36,437","1,672"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","25","171,254","40,509","1,768"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","19","248,148","61,740","2,831"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2020","5","201,836","53,265","1,808"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","209","793,764","200,787","7,702"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","96","13,043","2,560","128"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","26","14,051","3,126","183"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","24","34,386","7,912","341"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","27","85,177","21,077","847"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","18","133,523","30,981","1,299"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","12","178,485","45,396","1,912"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","4","167,394","43,651","1,410"
"Utah","541511","Custom computer programming services","S-corporations","All establishments","2020","528","168,709","39,190","2,503"
"Utah","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","424","29,960","5,998","505"
"Utah","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","47","18,110","4,382","307"
"Utah","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","33","29,057","7,037","484"
"Utah","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","17","36,589","8,693","449"
"Utah","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","3","14,120","3,519","193"
"Utah","541511","Custom computer programming services","S-corporations","Establishments with 100 to 249 employees","2020","4","40,873","9,561","565"
"Utah","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","33","11,338","2,942","134"
"Utah","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","24","1,544","332","23"
"Utah","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2020","4","1,138","261","25"
"Utah","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2020","3","7,071","1,938","62"
"Utah","541511","Custom computer programming services","Partnerships","All establishments","2020","134","145,669","34,973","1,792"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","78","12,243","1,391","104"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","22","12,427","3,020","156"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","16","14,763","3,753","227"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","10","19,393","4,403","277"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2020","4","23,611","6,009","276"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2020","3","28,790","6,783","354"
"Utah","541511","Custom computer programming services","Non-profit","All establishments","2020","4","1,476","331","38"
"Utah","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2020","3","78","5","1"
"Vermont","541511","Custom computer programming services","All establishments","All establishments","2020","148","116,712","27,242","1,287"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","110","12,378","2,335","163"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","17","8,122","1,916","107"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","4","3,739","899","52"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","13","43,765","9,810","462"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","3","19,421","4,785","226"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","44","49,768","11,186","525"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","25","5,234","837","38"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","9","4,450","1,103","54"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","5","18,363","3,934","180"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","3","19,421","4,785","226"
"Vermont","541511","Custom computer programming services","S-corporations","All establishments","2020","80","58,257","14,193","668"
"Vermont","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","65","5,144","1,074","91"
"Vermont","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","5","2,102","454","33"
"Vermont","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","7","20,285","4,796","242"
"Vermont","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","8","1,807","339","20"
"Vermont","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","7","747","125","10"
"Vermont","541511","Custom computer programming services","Partnerships","All establishments","2020","14","6,584","1,436","67"
"Vermont","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","12","1,226","293","23"
"Virginia","541511","Custom computer programming services","All establishments","All establishments","2020","3,679","6,635,509","1,596,934","66,382"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","2,538","359,867","68,322","3,529"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","350","243,627","56,209","2,342"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","284","464,602","106,494","3,996"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","256","926,852","223,381","8,035"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","120","1,026,967","242,850","8,429"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","87","1,436,293","354,049","13,289"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2020","34","1,206,749","299,207","11,915"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2020","5","303,777","75,521","3,494"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2020","5","666,775","170,901","11,353"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","714","2,866,430","723,816","27,082"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","363","85,207","14,009","547"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","86","58,966","14,654","569"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","82","139,601","34,619","1,179"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","86","348,542","88,915","2,702"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","42","397,795","97,977","2,933"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","35","626,323","156,781","5,510"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","15","589,932","157,542","5,069"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2020","3","514,210","131,776","7,419"
"Virginia","541511","Custom computer programming services","S-corporations","All establishments","2020","2,628","3,098,771","711,795","31,385"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","1,968","248,003","49,467","2,708"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","219","156,905","34,986","1,471"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","168","264,416","59,713","2,377"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","148","492,771","112,759","4,598"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","64","513,526","117,613","4,385"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with 100 to 249 employees","2020","40","630,757","154,587","6,104"
"Virginia","541511","Custom computer programming services","S-corporations","Establishments with 250 to 499 employees","2020","18","593,442","135,794","6,538"
"Virginia","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","126","104,604","24,333","968"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","101","9,603","1,929","112"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2020","8","5,293","1,245","55"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2020","9","18,101","2,991","105"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2020","4","13,989","3,356","112"
"Virginia","541511","Custom computer programming services","Partnerships","All establishments","2020","209","562,778","136,278","6,906"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","105","17,051","2,916","161"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","37","22,463","5,324","247"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","25","42,484","9,171","335"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","17","68,627","17,640","583"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2020","12","97,325","21,628","952"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2020","11","163,291","39,372","1,558"
"Washington","541511","Custom computer programming services","All establishments","All establishments","2020","1,646","3,497,562","860,847","29,220"
"Washington","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","1,116","137,618","24,981","1,416"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","177","107,299","26,581","1,136"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","126","164,157","39,154","1,690"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","123","374,700","96,835","3,599"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2020","44","360,514","89,245","3,078"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","38","675,274","190,710","5,362"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2020","16","1,025,345","241,156","5,974"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2020","4","549,851","121,881","5,602"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","507","2,758,836","681,023","21,719"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","241","53,315","8,684","357"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","70","47,963","12,118","447"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","55","75,678","19,117","739"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","68","226,918","58,407","1,933"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","22","200,854","50,867","1,537"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","30","563,298","162,089","4,288"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2020","15","938,155","217,556","5,453"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2020","4","549,851","121,881","5,602"
"Washington","541511","Custom computer programming services","S-corporations","All establishments","2020","967","496,584","114,869","5,345"
"Washington","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","767","72,206","14,383","931"
"Washington","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","86","49,242","11,853","560"
"Washington","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","55","68,980","15,503","742"
"Washington","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","36","95,737","23,625","1,118"
"Washington","541511","Custom computer programming services","S-corporations","Establishments with 50 to 99 employees","2020","17","120,075","28,172","1,163"
